name,N,chi2,chi2N,huber_ilg,medabs_ilg
UGC07603,12,74.25390823288026,6.187825686073356,2.319525849478758,2.7656723146590076
UGC07608,8,38.72146848592935,4.840183560741169,1.9648429598481383,2.3915555302483718
UGC07690,7,19.123683129215504,2.731954732745072,1.2873156081657944,1.548924273615859
UGC07866,7,7.843232374121028,1.1204617677315754,0.5602308838657877,1.0685299981857939
UGC08286,17,90.98064774092906,5.3518028082899445,2.1574903585346625,2.229566829958104
UGC08490,30,197.07422799940184,6.5691409333133945,2.527261300394426,2.5801962918764225
UGC08550,11,51.58741300867827,4.689764818970752,1.9779633588704189,2.1475373144549144
UGC08699,36,82.08671072188078,2.2801864089411326,1.0275561833723537,1.4382149264494166
UGC08837,8,4.272961133932107,0.5341201417415133,0.26706007087075667,0.6565441104817851
UGC09037,22,423.4065309756235,19.245751407982887,4.784633071037103,4.29065746937337
UGC09133,65,672.93664188387,10.352871413598,2.7454480040705556,2.784807198257185
UGC10310,7,13.14894285287885,1.8784204075541215,0.8978439161098589,1.464302549204301
UGC11455,33,1035.5016040536,31.378836486472725,6.050263253421422,6.393642535820047
UGC11557,11,46.46762905972997,4.224329914520907,1.6817235239170378,1.7504825226905192
UGC11820,7,13.92419058126525,1.9891700830378929,0.96305669090463,1.2492024999332818
UGC11914,60,195.43670705060632,3.2572784508434385,1.3997476014496029,1.801366945406604
UGC12506,30,45.9905654115906,1.5330188470530202,0.7030664365142404,0.7496737627667993
UGC12632,14,34.25950058263839,2.4471071844741705,1.1291810077080056,1.4844289289571706
UGC12732,16,42.426523970435575,2.6516577481522234,1.2389591754574818,1.6292989198676866
UGCA442,8,33.316071817694294,4.164508977211787,1.7693668730834677,2.171044487409277
UGCA444,32,74.61909429908755,2.331846696846486,1.1259083900254816,1.5240961404412992
